CNO,START,END,CYTOBAND,GSYM,GENE_ALIAS,,GENE_NAME,GENE_TYPE,GPATTERN
18,0,15400000,18p11.3-p11.2,PTPN2,PTN2|PTPT|TC-PTP|TCELLPTP|TCPTP,HGNC:9650|MIM:176887|Ensembl:ENSG00000175354|HPRD:06768|Vega:OTTHUMG00000131702,"protein tyrosine phosphatase, non-receptor type 2",protein-coding,T-cell protein tyrosine phosphatase|tyrosine-protein phosphatase non-receptor type 2
12,0,14800000,12p13,PTPN6,HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1,HGNC:9658|MIM:176883|Ensembl:ENSG00000111679|HPRD:01475|Vega:OTTHUMG00000168518,"protein tyrosine phosphatase, non-receptor type 6",protein-coding,hematopoietic cell phosphatase|hematopoietic cell protein-tyrosine phosphatase|protein-tyrosine phosphatase 1C|protein-tyrosine phosphatase SHP-1|tyrosine-protein phosphatase non-receptor type 6
7,71800000,77400000,7q11.23,PTPN12,PTP-PEST|PTPG1,HGNC:9645|MIM:600079|Ensembl:ENSG00000127947|HPRD:02513|Vega:OTTHUMG00000023501,"protein tyrosine phosphatase, non-receptor type 12",protein-coding,protein-tyrosine phosphatase G1|tyrosine-protein phosphatase non-receptor type 12
1,148000000,154800000,1q21.2-q22,CADM3,BIgR|IGSF4B|NECL1|Necl-1|TSLL1|synCAM3,HGNC:17601|MIM:609743|Ensembl:ENSG00000162706|HPRD:13733|Vega:OTTHUMG00000037177,cell adhesion molecule 3,protein-coding,"TSLC1-like 1|TSLC1-like protein 1|brain immunoglobulin receptor|dendritic cell nectin-like protein 1 short isoform|immunoglobulin superfamily member 4B|immunoglobulin superfamily, member 4B|nectin-like 1|nectin-like protein 1|synaptic cell adhesion molecule 3"
9,0,14100000,9p23-p24.3,PTPRD,HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA,HGNC:9668|MIM:601598|Ensembl:ENSG00000153707|HPRD:03358|Vega:OTTHUMG00000021005,"protein tyrosine phosphatase, receptor type, D",protein-coding,"R-PTP-delta|protein tyrosine phosphatase, receptor type, delta polypeptide|protein-tyrosine phosphatase delta|receptor-type tyrosine-protein phosphatase delta"
11,43400000,48800000,11p11.2,PTPRJ,CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1,HGNC:9673|MIM:600925|Ensembl:ENSG00000149177|HPRD:02955|Vega:OTTHUMG00000166573,"protein tyrosine phosphatase, receptor type, J",protein-coding,"CD148 antigen|DEP-1|HPTP eta|R-PTP-J|density-enhanced phosphatase 1|human density enhanced phosphatase-1|protein tyrosine phosphatase, receptor type, J polypeptide|protein-tyrosine phosphatase eta|protein-tyrosine phosphatase receptor type J|receptor-type tyrosine-protein phosphatase eta|susceptibility to colon cancer 1, mouse, homolog of"
6,117100000,130400000,6q22.2-q22.3,PTPRK,R-PTP-kappa,HGNC:9674|MIM:602545|Ensembl:ENSG00000152894|HPRD:03968|Vega:OTTHUMG00000015536,"protein tyrosine phosphatase, receptor type, K",protein-coding,"dJ480J14.2.1 (protein tyrosine phosphatase, receptor type, K (R-PTP-KAPPA, protein tyrosine phosphatase kappa , protein tyrosine phosphatase kappa|protein-tyrosine phosphatase kappa|protein-tyrosine phosphatase, receptor type, kappa|receptor-type tyrosine-protein phosphatase kappa"
2,209100000,221300000,2q34-q35,BARD1,-,HGNC:952|MIM:601593|Ensembl:ENSG00000138376|HPRD:03354|Vega:OTTHUMG00000133016,BRCA1 associated RING domain 1,protein-coding,BARD-1|BRCA1 associated RING domain 1 isoform alfa|BRCA1 associated RING domain 1 isoform beta|BRCA1 associated RING domain 1 isoform delta|BRCA1 associated RING domain 1 isoform epsilon|BRCA1 associated RING domain 1 isoform eta|BRCA1 associated RING domain 1 isoform gamma|BRCA1 associated RING domain 1 isoform phi|BRCA1-associated RING domain gene 1|BRCA1-associated RING domain protein 1
17,68400000,72200000,17q25.1,RAD51C,BROVCA3|FANCO|RAD51L2,HGNC:9820|MIM:602774|Ensembl:ENSG00000108384|HPRD:04143|Vega:OTTHUMG00000141292,RAD51 homolog C (S. cerevisiae),protein-coding,DNA repair protein RAD51 homolog 3|R51H3|RAD51 homolog C|RAD51-like protein 2|yeast RAD51 homolog 3
1,107000000,111600000,1p13.3,RAP1A,KREV-1|KREV1|RAP1|SMGP21,HGNC:9855|MIM:179520|Ensembl:ENSG00000116473|HPRD:01545|Vega:OTTHUMG00000011959,"RAP1A, member of RAS oncogene family",protein-coding,C21KG|G-22K|GTP-binding protein smg p21A|RAS-related protein RAP1A|Ras-related protein Krev-1|ras-related protein Rap-1A
1,16100000,34400000,1p36.1-p35,RAP1GAP,RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP,HGNC:9858|MIM:600278|Ensembl:ENSG00000076864|HPRD:02609|Vega:OTTHUMG00000007513,RAP1 GTPase activating protein,protein-coding,rap1 GTPase-activating protein 1
3,14700000,30800000,3p24,RARB,HAP|NR1B2|RRB2,HGNC:9865|MIM:180220|Ensembl:ENSG00000077092|HPRD:07183|Vega:OTTHUMG00000130480,"retinoic acid receptor, beta",protein-coding,"HBV-activated protein|RAR-beta|RAR-epsilon|hepatitis B virus activated protein|nuclear receptor subfamily 1 group B member 2|retinoic acid receptor beta|retinoic acid receptor beta 2|retinoic acid receptor beta 4|retinoic acid receptor beta 5|retinoic acid receptor beta variant 1|retinoic acid receptor beta variant 2|retinoic acid receptor, beta polypeptide"
11,110000000,120700000,11q23,RARRES3,HRASLS4|PLA1/2-3|RIG1|TIG3,HGNC:9869|MIM:605092|Ensembl:ENSG00000133321|HPRD:05479|Vega:OTTHUMG00000167850,retinoic acid receptor responder (tazarotene induced) 3,protein-coding,RAR-responsive protein TIG3|retinoic acid receptor responder protein 3|retinoic acid-inducible gene 1|retinoid-inducible gene 1 protein|tazarotene-induced gene 3 protein
13,46200000,48900000,13q14.2,RB1,OSRC|RB|p105-Rb|pRb|pp110,HGNC:9884|MIM:614041|Ensembl:ENSG00000139687|HPRD:01574|Vega:OTTHUMG00000016900,retinoblastoma 1,protein-coding,retinoblastoma suspectibility protein|retinoblastoma-associated protein
20,28400000,37100000,20q11.2,RBL1,CP107|PRB1|p107,HGNC:9893|MIM:116957|Ensembl:ENSG00000080839|HPRD:00312|Vega:OTTHUMG00000032406,retinoblastoma-like 1 (p107),protein-coding,107 kDa retinoblastoma-associated protein|cellular protein 107|retinoblastoma-like protein 1
16,51200000,54500000,16q12.2,RBL2,P130|Rb2,HGNC:9894|MIM:180203|Ensembl:ENSG00000103479|HPRD:01576|Vega:OTTHUMG00000133198,retinoblastoma-like 2 (p130),protein-coding,130 kDa retinoblastoma-associated protein|PRB2|RBR-2|retinoblastoma-like protein 2|retinoblastoma-related protein 2
15,65300000,70400000,15q23,RCN2,E6BP|ERC-55|ERC55|TCBP49,HGNC:9935|MIM:602584|Ensembl:ENSG00000117906|HPRD:03993|Vega:OTTHUMG00000143730,"reticulocalbin 2, EF-hand calcium binding domain",protein-coding,"E6-binding protein|calcium-binding protein ERC-55|reticulocalbin 2, EF-hand calcium binding domain (endoplasmic reticulum calcium-binding protein, 55kD)|reticulocalbin-2"
1,171200000,184000000,1q25,RNASEL,PRCA1|RNS4,HGNC:10050|MIM:180435|Ensembl:ENSG00000135828|HPRD:01590|Vega:OTTHUMG00000035213,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)",protein-coding,"2',5'-oligoisoadenylate synthetase-dependent|2-5A-dependent RNase|2-5A-dependent ribonuclease|RNase L|interferon-induced 2-5A-dependent RNase|ribonuclease 4"
7,105900000,107200000,7q22.3,RINT1,RINT-1,HGNC:21876|MIM:610089|Ensembl:ENSG00000135249|HPRD:15250|Vega:OTTHUMG00000157400,RAD50 interactor 1,protein-coding,RAD50-interacting protein 1|hsRINT-1
22,11800000,24300000,22q11|22q11.23,BCR,ALL|BCR1|CML|D22S11|D22S662|PHL,HGNC:1014|MIM:151410|Ensembl:ENSG00000186716|HPRD:01044|Vega:OTTHUMG00000150655,breakpoint cluster region,protein-coding,breakpoint cluster region protein|renal carcinoma antigen NY-REN-26
6,164400000,170899992,6q27,RPS6KA2,HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|pp90RSK3,HGNC:10431|MIM:601685|Ensembl:ENSG00000071242|HPRD:03403|Vega:OTTHUMG00000016007,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",protein-coding,90 kDa ribosomal protein S6 kinase 2|MAP kinase-activated protein kinase 1c|MAPK-activated protein kinase 1c|MAPKAP kinase 1c|MAPKAPK-1c|RSK-3|S6K-alpha-2|p90-RSK 2|p90RSK2|ribosomal S6 kinase 3|ribosomal protein S6 kinase alpha 2|ribosomal protein S6 kinase alpha-2
1,142400000,153300000,1q21,S100A2,CAN19|S100L,HGNC:10492|MIM:176993|Ensembl:ENSG00000196754|HPRD:01508|Vega:OTTHUMG00000035031,S100 calcium binding protein A2,protein-coding,S100 calcium-binding protein A2|protein S100-A2
1,142400000,153300000,1q21,S100A11,MLN70|S100C,HGNC:10488|MIM:603114|Ensembl:ENSG00000163191|HPRD:04385|Vega:OTTHUMG00000013069,S100 calcium binding protein A11,protein-coding,MLN 70|S100 calcium-binding protein A11 (calgizzarin)|calgizzarin|metastatic lymph node gene 70 protein|protein S100-A11|protein S100-C
19,0,12600000,19p13.3-p13.2,SAFB,HAP|HET|SAF-B1|SAFB1,HGNC:10520|MIM:602895|Ensembl:ENSG00000160633|HPRD:04205,scaffold attachment factor B,protein-coding,HSP27 ERE-TATA-binding protein|HSP27 estrogen response element-TATA box-binding protein|Hsp27 ERE-TATA binding protein|SAB-B1|SAF-B|glutathione S-transferase fusion protein|heat-shock protein (HSP27) estrogen response element and TATA box-binding protein|scaffold attachment factor B1
19,43400000,47800000,19q13.2,CEACAM1,BGP|BGP1|BGPI,HGNC:1814|MIM:109770|Ensembl:ENSG00000079385|HPRD:00191|Vega:OTTHUMG00000151078,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),protein-coding,CD66a antigen|antigen CD66|carcinoembryonic antigen-related cell adhesion molecule 1
22,42600000,47000000,22q13.31,BIK,BIP1|BP4|NBK,HGNC:1051|MIM:603392|Ensembl:ENSG00000100290|HPRD:04547|Vega:OTTHUMG00000150703,BCL2-interacting killer (apoptosis-inducing),protein-coding,apoptosis inducer NBK|apoptosis-inducing NBK|bcl-2-interacting killer
5,0,18500000,5p15,SDHA,CMD1GG|FP|PGL5|SDH1|SDH2|SDHF,HGNC:10680|MIM:600857|Ensembl:ENSG00000073578|HPRD:02914|Vega:OTTHUMG00000090275,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",protein-coding,"flavoprotein subunit of complex II|succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial|succinate dehydrogenase complex flavoprotein subunit"
6,104800000,113900000,6q21,PRDM1,BLIMP1|PRDI-BF1,HGNC:9346|MIM:603423|Ensembl:ENSG00000057657|HPRD:04572|Vega:OTTHUMG00000015299,"PR domain containing 1, with ZNF domain",protein-coding,B-lymphocyte-induced maturation protein 1|BLIMP-1|PR domain zinc finger protein 1|PRDI-binding factor-1|beta-interferon gene positive-regulatory domain I binding factor
1,16100000,34400000,1p36.1-p35,SDHB,IP|PGL4|SDH|SDH1|SDH2|SDHIP,HGNC:10681|MIM:185470|Ensembl:ENSG00000117118|HPRD:01707|Vega:OTTHUMG00000002289,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",protein-coding,"iron-sulfur subunit of complex II|succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
11,110000000,120700000,11q23,SDHD,CBT1|PGL|PGL1|SDH4,HGNC:10683|MIM:602690|Ensembl:ENSG00000204370|HPRD:04069|Vega:OTTHUMG00000166997,"succinate dehydrogenase complex, subunit D, integral membrane protein",protein-coding,"CII-4|QPs3|cybS|succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial|succinate dehydrogenase complex subunit D|succinate dehydrogenase ubiquinone cytochrome B small subunit|succinate-ubiquinone oxidoreductase cytochrome b small subunit|succinate-ubiquinone reductase membrane anchor subunit"
15,86900000,92100000,15q26.1,BLM,BS|RECQ2|RECQL2|RECQL3,HGNC:1058|MIM:604610|Ensembl:ENSG00000197299|HPRD:05211|Vega:OTTHUMG00000149834,"Bloom syndrome, RecQ helicase-like",protein-coding,"Bloom syndrome protein|DNA helicase, RecQ-like type 2|recQ protein-like 3"
17,15900000,22100000,17p11.2,MAP2K4,JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1,HGNC:6844|MIM:601335|Ensembl:ENSG00000065559|HPRD:03213,mitogen-activated protein kinase kinase 4,protein-coding,JNK activating kinase 1|JNK-activated kinase 1|JNK-activating kinase 1|MAP kinase kinase 4|MAPK/ERK kinase 4|MAPKK 4|MEK 4|SAPK kinase 1|SAPK/ERK kinase 1|c-Jun N-terminal kinase kinase 1|dual specificity mitogen-activated protein kinase kinase 4|stress-activated protein kinase kinase 1
8,39900000,43200000,8p11.21,SFRP1,FRP|FRP-1|FRP1|FrzA|SARP2,HGNC:10776|MIM:604156|Ensembl:ENSG00000104332|HPRD:09165|Vega:OTTHUMG00000164074,secreted frizzled-related protein 1,protein-coding,SARP-2|sFRP-1|secreted apoptosis-related protein 2
10,98000000,99400000,10q24.1,SFRP5,SARP3,HGNC:10779|MIM:604158|Ensembl:ENSG00000120057|HPRD:09166|Vega:OTTHUMG00000018866,secreted frizzled-related protein 5,protein-coding,FRP-1b|SARP-3|frizzled-related protein 1b|sFRP-5|secreted apoptosis related protein 3|secreted apoptosis-related protein 3
11,12600000,16100000,11p15.2,RASSF10,-,HGNC:33984,Ras association (RalGDS/AF-6) domain family (N-terminal) member 10,protein-coding,ras association domain-containing protein 10
7,132400000,137300000,7q33,CCDC136,-,HGNC:22225|MIM:611902|Ensembl:ENSG00000128596|HPRD:10887|Vega:OTTHUMG00000158310,coiled-coil domain containing 136,protein-coding,coiled-coil domain-containing protein 136|nasopharyngeal carcinoma-associated gene 6 protein
16,45500000,54500000,16q12,SIAH1,SIAH1A,HGNC:10857|MIM:602212|Ensembl:ENSG00000196470|HPRD:03736|Vega:OTTHUMG00000133145,seven in absentia homolog 1 (Drosophila),protein-coding,E3 ubiquitin-protein ligase SIAH1|siah-1a
19,43400000,47800000,19q13.2,PLEKHG2,ARHGEF42|CLG,HGNC:29515|MIM:611893|Ensembl:ENSG00000090924|HPRD:15148|Vega:OTTHUMG00000152570,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",protein-coding,PH domain-containing family G member 2|common-site lymphoma/leukemia guanine nucleotide exchange factor|pleckstrin homology domain-containing family G member 2
20,5000000,17800000,20p12,BMP2,BDA2|BMP2A,HGNC:1069|MIM:112261|Ensembl:ENSG00000125845|HPRD:00206|Vega:OTTHUMG00000031833,bone morphogenetic protein 2,protein-coding,BMP-2A|bone morphogenetic protein 2A
16,56700000,69400000,16q21-q22.1,NDRG4,BDM1|SMAP-8,HGNC:14466|Ensembl:ENSG00000103034|HPRD:14817|Vega:OTTHUMG00000133485,NDRG family member 4,protein-coding,brain development-related molecule 1|protein NDRG4|smooth muscle-associated protein 8|vascular smooth muscle cell-associated protein 8
9,93000000,101600000,9q22.3,WNK2,NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43,HGNC:14542|MIM:606249|Ensembl:ENSG00000165238|HPRD:06951|Vega:OTTHUMG00000020247,WNK lysine deficient protein kinase 2,protein-coding,"antigen NY-CO-43|mitogen-activated protein kinase kinase kinase|protein kinase lysine-deficient 2|protein kinase with no lysine 2|protein kinase, lysine deficient 2|serine/threonine-protein kinase WNK2|serologically defined colon cancer antigen 43"
9,14100000,16600000,9p22.3,SMARCA2,BAF190|BRM|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a,HGNC:11098|MIM:600014|Ensembl:ENSG00000080503|HPRD:02483|Vega:OTTHUMG00000019445,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",protein-coding,ATP-dependent helicase SMARCA2|BAF190B|BRG1-associated factor 190B|SNF2-alpha|SNF2-like 2|SNF2/SWI2-like protein 2|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a2|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2|global transcription activator homologous sequence|probable global transcription activator SNF2L2|protein brahma homolog|sucrose nonfermenting 2-like protein 2
3,150400000,169200000,3q25.1-q26.1,HLTF,HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1,HGNC:11099|MIM:603257|Ensembl:ENSG00000071794|HPRD:04461|Vega:OTTHUMG00000159534,helicase-like transcription factor,protein-coding,"DNA-binding protein/plasminogen activator inhibitor 1 regulator|DNA-binding protein/plasminogen activator inhibitor-1 regulator|RING finger protein 80|SNF2-like 3|SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3|sucrose nonfermenting protein 2-like 3|sucrose nonfermenting-like 3"
19,6900000,12600000,19p13.2,SMARCA4,BAF190|BRG1|RTPS2|SNF2|SNF2-BETA|SNF2L4|SNF2LB|SWI2|hSNF2b,HGNC:11100|MIM:603254|Ensembl:ENSG00000127616|HPRD:04459|Vega:OTTHUMG00000169272,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",protein-coding,ATP-dependent helicase SMARCA4|BAF190A|BRG1-associated factor 190A|BRM/SWI2-related gene 1|SNF2-like 4|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4|brahma protein-like 1|global transcription activator homologous sequence|homeotic gene regulator|mitotic growth and transcription activator|nuclear protein GRB1|protein BRG-1|protein brahma homolog 1|sucrose nonfermenting-like 4|transcription activator BRG1
22,21800000,24300000,22q11.23|22q11,SMARCB1,BAF47|INI1|RDT|RTPS1|SNF5|SNF5L1|Sfh1p|Snr1|hSNFS,HGNC:11103|MIM:601607|Ensembl:ENSG00000099956|HPRD:03364|Vega:OTTHUMG00000150737,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",protein-coding,"BRG1-associated factor 47|SNF5 homolog|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1|hSNF5|integrase interactor 1 protein|malignant rhabdoid tumor suppressor|sucrose nonfermenting, yeast, homolog-like 1"
7,130100000,132400000,7q32.3,SMO,FZD11|Gx|SMOH,HGNC:11119|MIM:601500|Ensembl:ENSG00000128602|HPRD:03294|Vega:OTTHUMG00000158421,"smoothened, frizzled family receptor",protein-coding,"frizzled family member 11|protein Gx|seven transmembrane helix receptor|smoothened homolog|smoothened, seven transmembrane spanning receptor"
6,155600000,160900000,6q25.3,SOD2,IPOB|MNSOD|MVCD6,HGNC:11180|MIM:147460|Ensembl:ENSG00000112096|HPRD:00938|Vega:OTTHUMG00000015940,"superoxide dismutase 2, mitochondrial",protein-coding,"Mn superoxide dismutase|indophenoloxidase B|manganese-containing superoxide dismutase|mangano-superoxide dismutase|superoxide dismutase [Mn], mitochondrial"
8,19100000,29700000,8p21,BNIP3L,BNIP3a|NIX,HGNC:1085|MIM:605368|Ensembl:ENSG00000104765|HPRD:07288|Vega:OTTHUMG00000099433,BCL2/adenovirus E1B 19kDa interacting protein 3-like,protein-coding,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like|BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A|BCL2/adenovirus E1B 19-kd protein-interacting protein 3a|NIP3-like protein X|NIP3L|adenovirus E1B19k-binding protein B5
2,0,12800000,2p25,SOX11,-,HGNC:11191|MIM:600898|Ensembl:ENSG00000176887|HPRD:02940|Vega:OTTHUMG00000090333,SRY (sex determining region Y)-box 11,protein-coding,SRY (sex-determining region Y)-box 11|SRY-related HMG-box gene 11|transcription factor SOX-11
2,230700000,235300000,2q37.1,SP100,lysp100b,HGNC:11206|MIM:604585|Ensembl:ENSG00000067066|HPRD:06844|Vega:OTTHUMG00000133203,SP100 nuclear antigen,protein-coding,SP100-HMG nuclear autoantigen|nuclear autoantigen Sp-100|nuclear dot-associated Sp100 protein|speckled 100 kDa
2,41600000,47600000,2p21,SPTBN1,ELF|SPTB2|betaSpII,HGNC:11275|MIM:182790|Ensembl:ENSG00000115306|HPRD:01683|Vega:OTTHUMG00000133746,"spectrin, beta, non-erythrocytic 1",protein-coding,"beta-G spectrin|beta-II spectrin|beta-fodrin|beta-spectrin 2|beta-spectrin II|embryonic liver beta-fodrin|fodrin beta chain|spectrin beta chain, brain 1|spectrin, non-erythroid beta chain 1"
17,35400000,47600000,17q21,BRCA1,BRCAI|BRCC1|BROVCA1|IRIS|PNCA4|PPP1R53|PSCP|RNF53,HGNC:1100|MIM:113705|Ensembl:ENSG00000012048|HPRD:00218|Vega:OTTHUMG00000157426,"breast cancer 1, early onset",protein-coding,"BRCA1/BRCA2-containing complex, subunit 1|RING finger protein 53|breast and ovarian cancer susceptibility protein 1|breast and ovarian cancer sususceptibility protein 1|breast cancer type 1 susceptibility protein|protein phosphatase 1, regulatory subunit 53"
13,27800000,31100000,13q12.3,BRCA2,BRCC2|BROVCA2|FACD|FAD|FAD1|FANCB|FANCD|FANCD1|GLM3|PNCA2,HGNC:1101|MIM:600185|Ensembl:ENSG00000139618|HPRD:02554|Vega:OTTHUMG00000017411,"breast cancer 2, early onset",protein-coding,"BRCA1/BRCA2-containing complex, subunit 2|breast and ovarian cancer susceptibility gene, early onset|breast cancer 2 tumor suppressor|breast cancer susceptibility protein BRCA2|breast cancer type 2 susceptibility protein|fanconi anemia group D1 protein"
11,0,21600000,11p15,ST5,DENND2B|HTS1|p126,HGNC:11350|MIM:140750|Ensembl:ENSG00000166444|HPRD:00780|Vega:OTTHUMG00000165835,suppression of tumorigenicity 5,protein-coding,DENN/MADD domain containing 2B|heLa tumor suppression 1|suppression of tumorigenicity 5 protein
22,39300000,42600000,22q13.2,ST13,AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6,HGNC:11343|MIM:606796|Ensembl:ENSG00000100380|HPRD:08426|Vega:OTTHUMG00000151201,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),protein-coding,Hsp70-interacting protein|aging-associated protein 2|heat shock 70kD protein binding protein|hsc70-interacting protein|progesterone receptor-associated p48 protein|putative tumor suppressor ST13|renal carcinoma antigen NY-REN-33|suppression of tumorigenicity 13 protein
